fecha_hora_EST,fecha_hora_UTC,temperatura_agua_C,pH,conductividad_especifica_mS_cm,presion_atmosferica_hPa,hora_del_dia,radiacion_PAR_mmol_m2_15min,turbidez_FNU_NTU,oxigeno_disuelto_mg_L
2023-03-16T16:00,2023-03-16T21:00+00:00,18.4,7.5,14.49,1021,16,1133.3,7,7.4
2023-03-16T16:15,2023-03-16T21:15+00:00,18.4,7.5,14.5,1021,16.25,1041.5,8,7.2
2023-03-16T16:30,2023-03-16T21:30+00:00,18.4,7.4,14.51,1021,16.5,945.3,9,6.8
2023-03-16T16:45,2023-03-16T21:45+00:00,18.4,7.4,14.51,1020,16.75,849.1,9,6.6
2023-03-16T17:00,2023-03-16T22:00+00:00,18.4,7.4,14.49,1020,17,749.7,8,6.9
2023-03-16T17:15,2023-03-16T22:15+00:00,18.4,7.5,14.41,1020,17.25,574,8,7.5
2023-03-16T17:30,2023-03-16T22:30+00:00,18.4,7.5,14.4,1020,17.5,406.4,7,7.4
2023-03-16T17:45,2023-03-16T22:45+00:00,18.4,7.4,14.43,1020,17.75,314.4,8,6.9
2023-03-16T18:00,2023-03-16T23:00+00:00,18.4,7.4,14.4,1020,18,146.7,9,6.6
2023-03-16T18:15,2023-03-16T23:15+00:00,18.4,7.3,14.4,1020,18.25,91.2,8,6.4
2023-03-16T18:30,2023-03-16T23:30+00:00,18.4,7.4,14.37,1020,18.5,49,7,6.4
2023-03-16T18:45,2023-03-16T23:45+00:00,18.4,7.3,14.36,1020,18.75,14.3,7,6.3
2023-03-16T19:00,2023-03-17T00:00+00:00,18.4,7.3,14.36,1020,19,3.9,10,6
2023-03-16T19:15,2023-03-17T00:15+00:00,18.4,7.3,14.39,1020,19.25,0.3,9,6
2023-03-16T19:30,2023-03-17T00:30+00:00,18.4,7.3,14.4,1020,19.5,0,8,6
2023-03-16T19:45,2023-03-17T00:45+00:00,18.5,7.3,14.41,1020,19.75,0,7,5.8
2023-03-16T20:00,2023-03-17T01:00+00:00,18.5,7.3,14.35,1020,20,0,5,5.9
2023-03-16T20:15,2023-03-17T01:15+00:00,18.5,7.4,14.32,1020,20.25,0,8,6.5
2023-03-16T20:30,2023-03-17T01:30+00:00,18.5,7.3,14.33,1020,20.5,0,6,6.5
2023-03-16T20:45,2023-03-17T01:45+00:00,18.5,7.3,14.33,1020,20.75,0,6,6.5
2023-03-16T21:00,2023-03-17T02:00+00:00,18.6,7.5,15.1,1020,21,0,8,7.6
2023-03-16T21:15,2023-03-17T02:15+00:00,18.8,7.4,15.51,1019,21.25,0,7,7
2023-03-16T21:30,2023-03-17T02:30+00:00,18.8,7.4,15.68,1019,21.5,0,7,6.7
2023-03-16T21:45,2023-03-17T02:45+00:00,18.8,7.4,15.8,1019,21.75,0,8,6.8
2023-03-16T22:00,2023-03-17T03:00+00:00,18.9,7.6,16.31,1019,22,0,8,7.7
2023-03-16T22:15,2023-03-17T03:15+00:00,19,7.6,16.5,1019,22.25,0,6,7.7
2023-03-16T22:30,2023-03-17T03:30+00:00,19,7.6,16.61,1019,22.5,0,8,7.5
2023-03-16T22:45,2023-03-17T03:45+00:00,19,7.6,16.74,1019,22.75,0,6,7.4
2023-03-16T23:00,2023-03-17T04:00+00:00,19.1,7.5,16.89,1019,23,0,6,7.1
2023-03-16T23:15,2023-03-17T04:15+00:00,19.1,7.5,16.94,1018,23.25,0,9,6.6
2023-03-16T23:30,2023-03-17T04:30+00:00,19.1,7.5,16.96,1018,23.5,0,9,6.6
2023-03-16T23:45,2023-03-17T04:45+00:00,19.1,7.5,16.91,1018,23.75,0,8,6.9
2023-03-17T00:00,2023-03-17T05:00+00:00,19.1,7.6,16.82,1018,0,0,11,7.1
2023-03-17T00:15,2023-03-17T05:15+00:00,19,7.5,16.5,1017,0.25,0,9,7.1
2023-03-17T00:30,2023-03-17T05:30+00:00,18.9,7.4,15.89,1017,0.5,0,10,6.9
2023-03-17T00:45,2023-03-17T05:45+00:00,19,7.6,14.42,1017,0.75,0,8,7.9
2023-03-17T01:00,2023-03-17T06:00+00:00,19.1,7.9,13.68,1017,1,0,8,9.4
2023-03-17T01:15,2023-03-17T06:15+00:00,19,8,13.62,1017,1.25,0,7,9.5
2023-03-17T01:30,2023-03-17T06:30+00:00,19,8,13.51,1016,1.5,0,7,9.5
2023-03-17T01:45,2023-03-17T06:45+00:00,19.1,7.9,13.15,1016,1.75,0,9,9.4
2023-03-17T02:00,2023-03-17T07:00+00:00,19.1,7.7,12.68,1016,2,0,9,8.8
2023-03-17T02:15,2023-03-17T07:15+00:00,19.1,7.8,12.47,1016,2.25,0,9,9.2
2023-03-17T02:30,2023-03-17T07:30+00:00,19,7.9,12.23,1015,2.5,0,8,9.4
2023-03-17T02:45,2023-03-17T07:45+00:00,19,7.8,12.37,1015,2.75,0,11,9.4
2023-03-17T03:00,2023-03-17T08:00+00:00,19,7.9,12.36,1015,3,0,13,9.5
2023-03-17T03:15,2023-03-17T08:15+00:00,18.9,7.8,12.3,1015,3.25,0,12,9.4
2023-03-17T03:30,2023-03-17T08:30+00:00,19,7.8,12.28,1015,3.5,0,13,9.4
2023-03-17T03:45,2023-03-17T08:45+00:00,18.9,7.8,12.09,1015,3.75,0,10,9.3
2023-03-17T04:00,2023-03-17T09:00+00:00,18.9,7.8,12.01,1015,4,0,8,9.3
2023-03-17T04:15,2023-03-17T09:15+00:00,18.8,7.7,12.03,1015,4.25,0,10,9.2
2023-03-17T04:30,2023-03-17T09:30+00:00,18.8,7.8,12.49,1015,4.5,0,11,9.2
2023-03-17T04:45,2023-03-17T09:45+00:00,18.8,7.7,12.39,1015,4.75,0,11,9.1
2023-03-17T05:00,2023-03-17T10:00+00:00,18.8,7.7,12.57,1015,5,0,8,9
2023-03-17T05:15,2023-03-17T10:15+00:00,18.8,7.7,12.63,1015,5.25,0,7,9
2023-03-17T05:30,2023-03-17T10:30+00:00,18.7,7.7,12.81,1015,5.5,0,6,8.8
2023-03-17T05:45,2023-03-17T10:45+00:00,18.7,7.7,12.92,1015,5.75,0,6,8.8
2023-03-17T06:00,2023-03-17T11:00+00:00,18.7,7.6,12.94,1015,6,0,5,8.7
2023-03-17T06:15,2023-03-17T11:15+00:00,18.7,7.6,12.93,1015,6.25,0,5,8.5
2023-03-17T06:30,2023-03-17T11:30+00:00,18.7,7.5,12.94,1016,6.5,0.1,5,8.2
2023-03-17T06:45,2023-03-17T11:45+00:00,18.7,7.4,13.14,1015,6.75,2.8,6,8.1
2023-03-17T07:00,2023-03-17T12:00+00:00,18.7,7.4,13.12,1015,7,21.3,6,7.9
2023-03-17T07:15,2023-03-17T12:15+00:00,18.7,7.4,13.12,1015,7.25,72.8,6,7.8
2023-03-17T07:30,2023-03-17T12:30+00:00,18.7,7.4,13.11,1016,7.5,142.1,6,7.6
2023-03-17T07:45,2023-03-17T12:45+00:00,18.7,7.3,13.12,1016,7.75,238.3,6,7.5
2023-03-17T08:00,2023-03-17T13:00+00:00,18.7,7.3,13.08,1016,8,331.3,7,7.4
2023-03-17T08:15,2023-03-17T13:15+00:00,18.7,7.3,13.16,1016,8.25,518.6,9,7.3
2023-03-17T08:30,2023-03-17T13:30+00:00,18.8,7.3,13.25,1016,8.5,501,10,7
2023-03-17T08:45,2023-03-17T13:45+00:00,18.8,7.2,13.29,1016,8.75,429.1,23,6.8
2023-03-17T09:00,2023-03-17T14:00+00:00,18.8,7.3,13.18,1017,9,280.2,16,6.9
2023-03-17T09:15,2023-03-17T14:15+00:00,18.8,7.2,13.12,1016,9.25,643.5,11,6.7
2023-03-17T09:30,2023-03-17T14:30+00:00,18.8,7.3,12.98,1016,9.5,797,19,7
2023-03-17T09:45,2023-03-17T14:45+00:00,18.8,7.5,12.34,1017,9.75,583.6,9,8.2
2023-03-17T10:00,2023-03-17T15:00+00:00,18.9,7.7,12.16,1016,10,734.2,6,9
2023-03-17T10:15,2023-03-17T15:15+00:00,19,7.7,11.81,1016,10.25,1275.8,8,9.1
2023-03-17T10:30,2023-03-17T15:30+00:00,19,7.7,11.71,1016,10.5,565.6,7,9.1
2023-03-17T10:45,2023-03-17T15:45+00:00,19.1,7.8,11.13,1016,10.75,474.1,9,9.2
2023-03-17T11:00,2023-03-17T16:00+00:00,19.1,7.8,12,1016,11,1222.9,9,9.3
2023-03-17T11:15,2023-03-17T16:15+00:00,19.2,7.8,12.07,1016,11.25,1553,8,9.3
2023-03-17T11:30,2023-03-17T16:30+00:00,19.3,7.8,12.1,1016,11.5,1502.7,7,9.2
2023-03-17T11:45,2023-03-17T16:45+00:00,19.4,7.8,12.11,1016,11.75,1550,7,9.2
2023-03-17T12:00,2023-03-17T17:00+00:00,19.4,7.8,12.16,1016,12,1589,9,9.3
2023-03-17T12:15,2023-03-17T17:15+00:00,19.5,7.8,12.36,1016,12.25,1613,11,9.4
2023-03-17T12:30,2023-03-17T17:30+00:00,19.6,7.9,12.47,1015,12.5,1602.9,10,9.4
2023-03-17T12:45,2023-03-17T17:45+00:00,19.7,7.9,12.69,1015,12.75,1441.1,10,9.5
2023-03-17T13:00,2023-03-17T18:00+00:00,19.8,7.9,12.5,1015,13,1617.7,10,9.5
2023-03-17T13:15,2023-03-17T18:15+00:00,19.8,7.9,12.06,1015,13.25,1587.9,8,9.5
2023-03-17T13:30,2023-03-17T18:30+00:00,20,7.9,12.62,1014,13.5,1675.3,8,9.6
2023-03-17T13:45,2023-03-17T18:45+00:00,20.1,7.9,12.11,1014,13.75,1468.8,7,9.5
2023-03-17T14:00,2023-03-17T19:00+00:00,20.1,7.9,12.28,1014,14,1386.6,11,9.3
2023-03-17T14:15,2023-03-17T19:15+00:00,20.1,7.8,12.14,1013,14.25,1566.2,11,9.2
2023-03-17T14:30,2023-03-17T19:30+00:00,20.1,7.8,11.86,1013,14.5,1075.8,13,9.2
2023-03-17T14:45,2023-03-17T19:45+00:00,20.1,7.8,11.74,1013,14.75,595,19,9.2
2023-03-17T15:00,2023-03-17T20:00+00:00,20.2,7.8,11.68,1013,15,872.1,15,9.1
2023-03-17T15:15,2023-03-17T20:15+00:00,20.2,7.8,11.52,1013,15.25,746.5,18,8.9
2023-03-17T15:30,2023-03-17T20:30+00:00,20.2,7.8,11.43,1013,15.5,820.5,17,8.9
2023-03-17T15:45,2023-03-17T20:45+00:00,20.2,7.8,11.83,1013,15.75,682.8,15,9.1
2023-03-17T16:00,2023-03-17T21:00+00:00,20.3,7.8,11.97,1012,16,661.2,12,9
2023-03-17T16:15,2023-03-17T21:15+00:00,20.3,7.8,11.9,1012,16.25,946.2,15,9
2023-03-17T16:30,2023-03-17T21:30+00:00,20.3,7.8,11.78,1012,16.5,736.9,13,9
2023-03-17T16:45,2023-03-17T21:45+00:00,20.2,7.8,11.88,1012,16.75,759,25,8.9
2023-03-17T17:00,2023-03-17T22:00+00:00,20.3,7.7,12.04,1012,17,395.4,18,8.9
2023-03-17T17:15,2023-03-17T22:15+00:00,20.4,7.7,12.11,1012,17.25,280.6,14,8.8
2023-03-17T17:30,2023-03-17T22:30+00:00,20.4,7.7,12.09,1012,17.5,252.9,13,9
2023-03-17T17:45,2023-03-17T22:45+00:00,20.3,7.7,12.12,1012,17.75,128.7,10,9
2023-03-17T18:00,2023-03-17T23:00+00:00,20.4,7.7,12.18,1012,18,97.4,12,9.2
2023-03-17T18:15,2023-03-17T23:15+00:00,20.5,7.7,12.21,1012,18.25,57.7,12,9.2
2023-03-17T18:30,2023-03-17T23:30+00:00,20.5,7.8,12.25,1012,18.5,35.3,11,9.3
2023-03-17T18:45,2023-03-17T23:45+00:00,20.6,7.8,12.19,1012,18.75,11.7,10,9.4
2023-03-17T19:00,2023-03-18T00:00+00:00,20.5,7.8,12.18,1012,19,1.9,8,9.2
2023-03-17T19:15,2023-03-18T00:15+00:00,20.5,7.8,12.16,1012,19.25,0.1,8,9.1
2023-03-17T19:30,2023-03-18T00:30+00:00,20.6,7.8,12.09,1012,19.5,0,7,9.2
2023-03-17T19:45,2023-03-18T00:45+00:00,20.6,7.8,12.04,1012,19.75,0,7,9.2
2023-03-17T20:00,2023-03-18T01:00+00:00,20.6,7.8,11.99,1012,20,0,7,9.3
2023-03-17T20:15,2023-03-18T01:15+00:00,20.6,7.8,11.9,1012,20.25,0,9,9.3
2023-03-17T20:30,2023-03-18T01:30+00:00,20.6,7.8,11.82,1012,20.5,0,11,9.2
2023-03-17T20:45,2023-03-18T01:45+00:00,20.6,7.8,11.85,1012,20.75,0,11,9.1
2023-03-17T21:00,2023-03-18T02:00+00:00,20.6,7.8,11.77,1012,21,0,9,9
2023-03-17T21:15,2023-03-18T02:15+00:00,20.6,7.7,11.72,1012,21.25,0,9,8.8
2023-03-17T21:30,2023-03-18T02:30+00:00,20.6,7.7,11.6,1011,21.5,0,10,8.8
2023-03-17T21:45,2023-03-18T02:45+00:00,20.6,7.7,11.45,1011,21.75,0,12,8.8
2023-03-17T22:00,2023-03-18T03:00+00:00,20.5,7.7,11.28,1011,22,0,9,8.6
2023-03-17T22:15,2023-03-18T03:15+00:00,20.5,7.7,10.88,1011,22.25,0,11,8.6
2023-03-17T22:30,2023-03-18T03:30+00:00,20.5,7.7,10.75,1011,22.5,0,11,8.5
2023-03-17T22:45,2023-03-18T03:45+00:00,20.5,7.7,10.78,1011,22.75,0,10,8.3
2023-03-17T23:00,2023-03-18T04:00+00:00,20.5,7.7,10.73,1012,23,0,10,8.4
2023-03-17T23:15,2023-03-18T04:15+00:00,20.5,7.7,10.75,1012,23.25,0,9,8.5
2023-03-17T23:30,2023-03-18T04:30+00:00,20.5,7.7,10.79,1012,23.5,0,8,8.3
2023-03-17T23:45,2023-03-18T04:45+00:00,20.5,7.8,10.6,1012,23.75,0,7,8.8
2023-03-18T00:00,2023-03-18T05:00+00:00,20.5,7.7,10.72,1012,0,0,8,8.6
2023-03-18T00:15,2023-03-18T05:15+00:00,20.5,7.7,10.52,1012,0.25,0,11,8.8
2023-03-18T00:30,2023-03-18T05:30+00:00,20.5,7.8,9.62,1012,0.5,0,21,8.8
2023-03-18T00:45,2023-03-18T05:45+00:00,20.5,7.7,9.38,1011,0.75,0,15,8.7
2023-03-18T01:00,2023-03-18T06:00+00:00,20.5,7.7,9.32,1011,1,0,14,8.6
2023-03-18T01:15,2023-03-18T06:15+00:00,20.5,7.7,9.24,1011,1.25,0,19,8.7
2023-03-18T01:30,2023-03-18T06:30+00:00,20.5,7.7,9.34,1011,1.5,0,23,8.8
2023-03-18T01:45,2023-03-18T06:45+00:00,20.5,7.8,10.61,1011,1.75,0,23,8.9
2023-03-18T02:00,2023-03-18T07:00+00:00,20.5,7.8,10.97,1011,2,0,26,8.9
2023-03-18T02:15,2023-03-18T07:15+00:00,20.5,7.7,10.97,1011,2.25,0,45,8.8
2023-03-18T02:30,2023-03-18T07:30+00:00,20.5,7.7,10.92,1011,2.5,0,45,8.8
2023-03-18T02:45,2023-03-18T07:45+00:00,20.5,7.7,10.81,1012,2.75,0,75,8.8
2023-03-18T03:00,2023-03-18T08:00+00:00,20.4,7.7,10.87,1012,3,0,81,8.8
2023-03-18T03:15,2023-03-18T08:15+00:00,20.4,7.7,10.7,1012,3.25,0,33,8.8
2023-03-18T03:30,2023-03-18T08:30+00:00,20.4,7.7,10.56,1012,3.5,0,20,8.8
2023-03-18T03:45,2023-03-18T08:45+00:00,20.4,7.7,10.37,1012,3.75,0,13,8.6
2023-03-18T04:00,2023-03-18T09:00+00:00,20.4,7.7,10.38,1012,4,0,21,8.7
2023-03-18T04:15,2023-03-18T09:15+00:00,20.4,7.7,10.54,1012,4.25,0,15,8.7
2023-03-18T04:30,2023-03-18T09:30+00:00,20.4,7.7,10.69,1012,4.5,0,13,8.7
2023-03-18T04:45,2023-03-18T09:45+00:00,20.4,7.5,11.12,1012,4.75,0,8,8.3
2023-03-18T05:00,2023-03-18T10:00+00:00,20.4,7.7,10.68,1012,5,0,12,8.6
2023-03-18T05:15,2023-03-18T10:15+00:00,20.3,7.7,10.72,1012,5.25,0,10,8.5
2023-03-18T05:30,2023-03-18T10:30+00:00,20.3,7.7,10.73,1013,5.5,0,13,8.4
2023-03-18T05:45,2023-03-18T10:45+00:00,20.3,7.7,10.8,1013,5.75,0,9,8.5
2023-03-18T06:00,2023-03-18T11:00+00:00,20.2,7.7,10.85,1013,6,0,9,8.5
2023-03-18T06:15,2023-03-18T11:15+00:00,20.2,7.7,10.88,1013,6.25,0,9,8.5
2023-03-18T06:30,2023-03-18T11:30+00:00,20.1,7.6,10.77,1014,6.5,0,9,8.6
2023-03-18T06:45,2023-03-18T11:45+00:00,20.1,7.6,10.46,1014,6.75,0.9,10,8.5
2023-03-18T07:00,2023-03-18T12:00+00:00,20.1,7.5,10.38,1014,7,6.4,12,8.4
2023-03-18T07:15,2023-03-18T12:15+00:00,20.1,7.6,10.61,1014,7.25,12.5,12,8.4
2023-03-18T07:30,2023-03-18T12:30+00:00,20.1,7.5,10.81,1015,7.5,10.6,13,8.4
2023-03-18T07:45,2023-03-18T12:45+00:00,20.1,7.5,10.81,1015,7.75,14,12,8.2
2023-03-18T08:00,2023-03-18T13:00+00:00,20,7.5,10.75,1015,8,35.1,10,8.2
2023-03-18T08:15,2023-03-18T13:15+00:00,20,7.5,10.71,1016,8.25,150.9,10,8.2
2023-03-18T08:30,2023-03-18T13:30+00:00,19.9,7.4,10.68,1016,8.5,152.6,8,8.3
2023-03-18T08:45,2023-03-18T13:45+00:00,19.9,7.4,10.63,1016,8.75,239.8,13,8.1
2023-03-18T09:00,2023-03-18T14:00+00:00,19.9,7.4,10.64,1016,9,324.5,8,8
2023-03-18T09:15,2023-03-18T14:15+00:00,19.9,7.3,10.65,1016,9.25,338.5,14,7.7
2023-03-18T09:30,2023-03-18T14:30+00:00,19.9,7.3,10.66,1016,9.5,494.8,10,7.8
2023-03-18T09:45,2023-03-18T14:45+00:00,19.8,7.4,10.63,1016,9.75,203.6,8,8
2023-03-18T10:00,2023-03-18T15:00+00:00,19.8,7.4,10.57,1016,10,284.1,7,7.8
2023-03-18T10:15,2023-03-18T15:15+00:00,19.7,7.4,10.36,1017,10.25,132.9,6,7.8
2023-03-18T10:30,2023-03-18T15:30+00:00,19.6,7.4,10.2,1017,10.5,195.6,6,8.1
2023-03-18T10:45,2023-03-18T15:45+00:00,19.5,7.4,9.98,1017,10.75,146.9,7,8.2
2023-03-18T11:00,2023-03-18T16:00+00:00,19.5,7.4,9.8,1018,11,109.1,8,8.3
2023-03-18T11:15,2023-03-18T16:15+00:00,19.4,7.4,9.51,1018,11.25,208.7,10,8.2
2023-03-18T11:30,2023-03-18T16:30+00:00,19.4,7.4,9.41,1017,11.5,376.5,9,8.1
2023-03-18T11:45,2023-03-18T16:45+00:00,19.3,7.3,9.25,1018,11.75,431.7,8,8
2023-03-18T12:00,2023-03-18T17:00+00:00,19.2,7.3,9.08,1018,12,269.7,11,8.2
2023-03-18T12:15,2023-03-18T17:15+00:00,19.2,7.3,9.22,1018,12.25,360.8,8,8.2
2023-03-18T12:30,2023-03-18T17:30+00:00,19.3,7.4,9.3,1017,12.5,764.9,9,8.4
2023-03-18T12:45,2023-03-18T17:45+00:00,19.2,7.4,9.2,1018,12.75,546.8,9,8.4
2023-03-18T13:00,2023-03-18T18:00+00:00,19.3,7.4,9.28,1018,13,260.3,11,8.5
2023-03-18T13:15,2023-03-18T18:15+00:00,19.2,7.5,9.42,1018,13.25,232.9,10,8.7
2023-03-18T13:30,2023-03-18T18:30+00:00,19.2,7.6,9.57,1017,13.5,353.9,11,8.7
2023-03-18T13:45,2023-03-18T18:45+00:00,19.2,7.6,9.6,1017,13.75,232.7,9,8.8
2023-03-18T14:00,2023-03-18T19:00+00:00,19.2,7.6,9.83,1017,14,257.8,9,8.7
2023-03-18T14:15,2023-03-18T19:15+00:00,19.2,7.6,10.35,1017,14.25,596.4,9,8.6
2023-03-18T14:30,2023-03-18T19:30+00:00,19.2,7.6,10.45,1017,14.5,139.4,11,8.6
2023-03-18T14:45,2023-03-18T19:45+00:00,19.2,7.6,10.52,1018,14.75,170.3,10,8.6
2023-03-18T15:00,2023-03-18T20:00+00:00,19.1,7.6,10.55,1017,15,240.2,9,8.5
2023-03-18T15:15,2023-03-18T20:15+00:00,19.1,7.6,10.54,1017,15.25,273,12,8.5
2023-03-18T15:30,2023-03-18T20:30+00:00,19.1,7.6,10.57,1016,15.5,312,9,8.3
2023-03-18T15:45,2023-03-18T20:45+00:00,19.1,7.6,10.6,1016,15.75,430.5,12,8.3
2023-03-18T16:00,2023-03-18T21:00+00:00,19.1,7.6,10.66,1017,16,92.4,13,8.3
2023-03-18T16:15,2023-03-18T21:15+00:00,19.1,7.5,10.72,1018,16.25,77.3,11,8.2
2023-03-18T16:30,2023-03-18T21:30+00:00,19,7.5,10.69,1018,16.5,82.9,9,8
2023-03-18T16:45,2023-03-18T21:45+00:00,19,7.5,10.69,1017,16.75,118,9,7.9
2023-03-18T17:00,2023-03-18T22:00+00:00,19,7.4,10.69,1017,17,259.7,9,7.5
2023-03-18T17:15,2023-03-18T22:15+00:00,19.1,7.5,10.67,1017,17.25,344.9,17,7.9
2023-03-18T17:30,2023-03-18T22:30+00:00,19.1,7.6,10.7,1017,17.5,178.8,16,8.3
2023-03-18T17:45,2023-03-18T22:45+00:00,19,7.6,10.4,1017,17.75,155.6,16,8.2
2023-03-18T18:00,2023-03-18T23:00+00:00,18.9,7.5,10.26,1018,18,74,12,8.2
2023-03-18T18:15,2023-03-18T23:15+00:00,18.8,7.5,10.1,1018,18.25,48.8,8,8.2
2023-03-18T18:30,2023-03-18T23:30+00:00,18.7,7.5,10.11,1018,18.5,19.6,8,8.5
2023-03-18T18:45,2023-03-18T23:45+00:00,18.7,7.5,10.18,1018,18.75,8.1,9,8.3
2023-03-18T19:00,2023-03-19T00:00+00:00,18.7,7.4,10.21,1018,19,1.1,8,8.2
2023-03-18T19:15,2023-03-19T00:15+00:00,18.6,7.5,10.18,1019,19.25,0,6,8.2
2023-03-18T19:30,2023-03-19T00:30+00:00,18.6,7.4,10.14,1020,19.5,0,7,8
2023-03-18T19:45,2023-03-19T00:45+00:00,18.6,7.4,10.09,1020,19.75,0,5,7.8
2023-03-18T20:00,2023-03-19T01:00+00:00,18.6,7.4,10.04,1019,20,0,5,7.9
2023-03-18T20:15,2023-03-19T01:15+00:00,18.5,7.4,10.02,1020,20.25,0,5,7.8
2023-03-18T20:30,2023-03-19T01:30+00:00,18.5,7.4,10.01,1020,20.5,0,5,7.6
2023-03-18T20:45,2023-03-19T01:45+00:00,18.5,7.4,10,1020,20.75,0,6,7.4
2023-03-18T21:00,2023-03-19T02:00+00:00,18.4,7.5,9.96,1021,21,0,9,8.3
2023-03-18T21:15,2023-03-19T02:15+00:00,18.4,7.5,9.97,1021,21.25,0,9,8.3
2023-03-18T21:30,2023-03-19T02:30+00:00,18.3,7.5,9.98,1021,21.5,0,6,8.4
2023-03-18T21:45,2023-03-19T02:45+00:00,18.3,7.5,10.01,1021,21.75,0,6,8.2
2023-03-18T22:00,2023-03-19T03:00+00:00,18.3,7.4,10.03,1022,22,0,6,7.9
2023-03-18T22:15,2023-03-19T03:15+00:00,18.3,7.4,10.02,1022,22.25,0,6,8
2023-03-18T22:30,2023-03-19T03:30+00:00,18.3,7.5,10.02,1022,22.5,0,5,8.2
2023-03-18T22:45,2023-03-19T03:45+00:00,18.3,7.4,10.17,1021,22.75,0,7,8
2023-03-18T23:00,2023-03-19T04:00+00:00,18.4,7.3,10.31,1021,23,0,7,7.3
2023-03-18T23:15,2023-03-19T04:15+00:00,18.3,7.3,10.22,1021,23.25,0,5,7.2
2023-03-18T23:30,2023-03-19T04:30+00:00,18.3,7.4,10.23,1021,23.5,0,6,7.4
2023-03-18T23:45,2023-03-19T04:45+00:00,18.3,7.3,10.26,1021,23.75,0,9,7.3
2023-03-19T00:00,2023-03-19T05:00+00:00,18.3,7.3,10.23,1021,0,0,6,7.1
2023-03-19T00:15,2023-03-19T05:15+00:00,18.2,7.4,10.09,1021,0.25,0,6,7.5
2023-03-19T00:30,2023-03-19T05:30+00:00,18.1,7.5,10.02,1021,0.5,0,6,8
2023-03-19T00:45,2023-03-19T05:45+00:00,18.1,7.5,9.95,1021,0.75,0,6,8.2
2023-03-19T01:00,2023-03-19T06:00+00:00,18.1,7.4,10.01,1021,1,0,6,7.8
2023-03-19T01:15,2023-03-19T06:15+00:00,18,7.4,10,1021,1.25,0,5,7.4
2023-03-19T01:30,2023-03-19T06:30+00:00,18,7.3,9.95,1022,1.5,0,4,7.2
2023-03-19T01:45,2023-03-19T06:45+00:00,17.7,7.4,9.63,1022,1.75,0,5,7.8
2023-03-19T02:00,2023-03-19T07:00+00:00,17.4,7.4,9.35,1022,2,0,6,8.4
2023-03-19T02:15,2023-03-19T07:15+00:00,17.4,7.4,9.33,1022,2.25,0,6,8.5
2023-03-19T02:30,2023-03-19T07:30+00:00,17.4,7.4,9.55,1022,2.5,0,6,8.5
2023-03-19T02:45,2023-03-19T07:45+00:00,17.5,7.4,9.64,1022,2.75,0,7,8.4
2023-03-19T03:00,2023-03-19T08:00+00:00,17.5,7.4,9.7,1021,3,0,5,8.4
2023-03-19T03:15,2023-03-19T08:15+00:00,17.5,7.4,9.77,1021,3.25,0,7,8.4
2023-03-19T03:30,2023-03-19T08:30+00:00,17.5,7.4,9.82,1021,3.5,0,8,8.5
2023-03-19T03:45,2023-03-19T08:45+00:00,17.4,7.4,9.85,1021,3.75,0,5,8.4
2023-03-19T04:00,2023-03-19T09:00+00:00,17.4,7.5,9.95,1021,4,0,5,8.5
2023-03-19T04:15,2023-03-19T09:15+00:00,17.3,7.5,9.97,1021,4.25,0,6,8.5
2023-03-19T04:30,2023-03-19T09:30+00:00,17.3,7.4,9.89,1021,4.5,0,7,8.2
2023-03-19T04:45,2023-03-19T09:45+00:00,17.2,7.4,9.99,1022,4.75,0,5,8.4
2023-03-19T05:00,2023-03-19T10:00+00:00,17,7.4,10.09,1022,5,0,7,8.4
2023-03-19T05:15,2023-03-19T10:15+00:00,16.9,7.4,10.07,1022,5.25,0,8,8.4
2023-03-19T05:30,2023-03-19T10:30+00:00,16.9,7.4,10.07,1022,5.5,0,7,8.4
2023-03-19T05:45,2023-03-19T10:45+00:00,16.9,7.4,10.01,1023,5.75,0,6,8.4
2023-03-19T06:00,2023-03-19T11:00+00:00,16.7,7.3,9.99,1023,6,0,6,8.4
2023-03-19T06:15,2023-03-19T11:15+00:00,16.6,7.3,9.94,1023,6.25,0,7,8.4
2023-03-19T06:30,2023-03-19T11:30+00:00,16.5,7.2,9.8,1023,6.5,0.2,6,8.3
2023-03-19T06:45,2023-03-19T11:45+00:00,16.4,7.2,9.72,1023,6.75,4.5,5,8.2
2023-03-19T07:00,2023-03-19T12:00+00:00,16.4,7.2,9.66,1023,7,27.9,5,8.1
2023-03-19T07:15,2023-03-19T12:15+00:00,16.4,7.2,9.65,1024,7.25,86,5,8.1
2023-03-19T07:30,2023-03-19T12:30+00:00,16.3,7.2,9.56,1024,7.5,167.1,9,8.1
2023-03-19T07:45,2023-03-19T12:45+00:00,16.3,7.2,9.63,1024,7.75,258.8,5,8.1
2023-03-19T08:00,2023-03-19T13:00+00:00,16.4,7.2,9.73,1024,8,356.9,7,8.1
2023-03-19T08:15,2023-03-19T13:15+00:00,16.2,7.2,9.62,1025,8.25,458.8,8,8.2
2023-03-19T08:30,2023-03-19T13:30+00:00,16.1,7.2,9.49,1025,8.5,557.3,7,8.3
2023-03-19T08:45,2023-03-19T13:45+00:00,16.1,7.2,9.35,1025,8.75,660,6,8.3
2023-03-19T09:00,2023-03-19T14:00+00:00,16.1,7.1,9.17,1025,9,759.1,6,8.3
